anon_polygon_id,date,y_true,source,crop_type,year,month,seen_polygon,left_days,right_days,gap_length,gap_position,left_distance_bin,right_distance_bin,p_s2,p_landsat,p_modis,p_unknown,context_quality,left_days_1,right_days_1,mode,repeat,fold,seed,pred_nearest_left,error_nearest_left,pred_nearest_right,error_nearest_right,pred_mean_neighbors,error_mean_neighbors,pred_linear,error_linear,pred_seasonal_crop,error_seasonal_crop,pred_pchip,error_pchip,pred_akima,error_akima,split,is_unseen,is_hard,primary_ndvi_pred,base_pred
AOI-0035,2022-10-01,0.1486489991774229,s2,пастбища/зерновые,2022,10,False,1.0,3.0,1,0,0-7,0-7,0.3138680126443009,0.6405556645072079,0.0388195660917343,0.0067567567567567,0.9375,1.0,3.0,A,0,r0_f0,17,0.1637431588482118,0.0150941596707888,0.1534605696326025,0.0048115704551795,0.1586018642404071,0.0099528650629842,0.1611725115443094,0.0125235123668865,0.179999635286523,0.0313506361091001,0.1627079963948673,0.0140589972174444,0.1614835836579701,0.0128345844805471,matched,True,False,0.1435567736625671,0.1575326174497604
AOI-0035,2022-10-16,0.2158690881469576,s2,пастбища/зерновые,2022,10,False,2.0,3.0,1,0,0-7,0-7,0.4369598394472334,0.304570890307577,0.2471056338815532,0.0113636363636363,0.8823529411764706,2.0,3.0,A,0,r0_f0,17,0.1820580078734224,-0.0338110802735351,0.2394355465779453,0.0235664584309877,0.2107467772256838,-0.0051223109212737,0.2050090233552315,-0.010860064791726,0.2013685017769151,-0.0145005863700424,0.2062729004344553,-0.0095961877125022,0.2024468603103607,-0.0134222278365969,matched,True,False,0.2062181830406189,0.2016449868679046
AOI-0035,2023-04-03,0.4521406583606875,landsat,пастбища/зерновые,2023,4,False,166.0,1.0,1,0,31+,0-7,0.2713597922258314,0.5706211521627468,0.1433131732584806,0.0147058823529411,0.9375,166.0,1.0,A,0,r0_f0,17,0.2394355465779453,-0.2127051117827422,0.3415079181065267,-0.1106327402541608,0.290471732342236,-0.1616689260184515,0.3408967063009663,-0.1112439520597212,0.4535594520058348,0.0014187936451472,0.3397266140871218,-0.1124140442735657,0.3232273628280167,-0.1289132955326708,matched,True,False,0.3885454833507538,0.3207972049713135
AOI-0035,2023-05-15,0.6657699829227015,landsat,пастбища/зерновые,2023,5,False,3.0,1.0,1,0,0-7,0-7,0.7096814427894176,0.239633199750315,0.0459683763281918,0.0047169811320754,0.9375,3.0,1.0,A,0,r0_f0,17,0.5521961607261273,-0.1135738221965741,0.6915527303918668,0.0257827474691653,0.6218744455589971,-0.0438955373637044,0.656713587975432,-0.0090563949472695,0.3855957746478873,-0.2801742082748142,0.6697782663815951,0.0040082834588935,0.6717244007072247,0.0059544177845232,matched,True,False,0.6395074129104614,0.67524653673172
AOI-0035,2023-05-17,0.6096666103897407,s2,пастбища/зерновые,2023,5,False,1.0,2.0,1,0,0-7,0-7,0.7849517043035675,0.1461681945324793,0.0624698447536966,0.0064102564102564,0.9375,1.0,2.0,A,0,r0_f0,17,0.6915527303918668,0.0818861200021261,0.6598840207647453,0.0502174103750046,0.675718375578306,0.0660517651885653,0.6809964938494929,0.0713298834597522,0.5194804031083051,-0.0901862072814355,0.6833423241922427,0.073675713802502,0.6819219572977898,0.0722553469080491,matched,True,False,0.6175940036773682,0.684118926525116
AOI-0035,2023-05-25,0.4786094607087826,modis,пастбища/зерновые,2023,5,False,1.0,6.0,1,0,0-7,0-7,0.3680913654971274,0.1017957069065481,0.5256486418820387,0.0044642857142857,0.9375,1.0,6.0,A,0,r0_f0,17,0.6751450743492297,0.196535613640447,0.6474159970806521,0.1688065363718695,0.6612805357149409,0.1826710750061583,0.6711837775965758,0.1925743168877932,0.5194804031083051,0.0408709423995225,0.6736617576185769,0.1950522969097943,0.6720956212580499,0.1934861605492673,matched,True,False,0.6239773035049438,0.6895158886909485
AOI-0035,2023-06-10,0.5161273343605547,modis,пастбища/зерновые,2023,6,False,1.0,3.0,1,0,0-7,0-7,0.2268852744639855,0.1283426597794449,0.6406053990899029,0.0041666666666666,0.9375,1.0,3.0,A,0,r0_f0,17,0.5152466251178042,-0.0008807092427505,0.3722068926176202,-0.1439204417429345,0.4437267588677122,-0.0724005754928425,0.4794866919927582,-0.0366406423677965,0.3855628756394493,-0.1305644587211054,0.4776873945450479,-0.0384399398155068,0.4843899307412334,-0.0317374036193213,matched,True,False,0.4796763360500335,0.4809931218624115
AOI-0035,2023-06-23,0.2439483983481825,s2,пастбища/зерновые,2023,6,False,2.0,2.0,1,0,0-7,0-7,0.3090020432954234,0.6614133260836262,0.0251986657086696,0.0043859649122807,0.8823529411764706,2.0,2.0,A,0,r0_f0,17,0.279939634419705,0.0359912360715224,0.2909518465286499,0.0470034481804674,0.2854457404741775,0.0414973421259949,0.2854457404741775,0.0414973421259949,0.2458876798595599,0.0019392815113773,0.2854457404741775,0.0414973421259949,0.28996040365077,0.0460120053025875,matched,True,False,0.2440397888422012,0.2751518189907074
AOI-0035,2023-07-23,0.2704858594986223,s2,пастбища/зерновые,2023,7,False,1.0,3.0,1,0,0-7,0-7,0.594336862661792,0.3242593814171726,0.0738279983452778,0.0075757575757575,0.9375,1.0,3.0,A,0,r0_f0,17,0.2811639358426915,0.0106780763440691,0.3218810181197459,0.0513951586211235,0.3015224769812187,0.0310366174825963,0.2913432064119551,0.0208573469133327,0.1564943367664832,-0.113991522732139,0.29060608204998,0.0201202225513577,0.2914959506303577,0.0210100911317354,matched,True,False,0.2329851388931274,0.2920916676521301
AOI-0035,2023-08-13,0.2055315933419705,landsat,пастбища/зерновые,2023,8,False,1.0,2.0,1,0,0-7,0-7,0.628779626473637,0.1857231680439158,0.1815289515141931,0.0039682539682539,0.9375,1.0,2.0,A,0,r0_f0,17,0.1837693985437467,-0.0217621947982238,0.1803638102524533,-0.0251677830895172,0.1820666043981,-0.0234649889438705,0.1826342024466488,-0.0228973908953216,0.1593012238361702,-0.0462303695058002,0.1820223224662251,-0.0235092708757453,0.1824683567894914,-0.023063236552479,matched,True,False,0.2678410410881042,0.1829748004674911
AOI-0035,2023-08-30,0.1659994123195644,s2,пастбища/зерновые,2023,8,False,1.0,6.0,2,0,0-7,0-7,0.7522623293567827,0.1940111917353339,0.0487264789078834,0.005,0.9375,1.0,6.0,A,0,r0_f0,17,0.2252990446841294,0.059299632364565,0.2178837765296118,0.0518843642100474,0.2215914106068706,0.0555919982873062,0.2242397206620554,0.058240308342491,0.160978107704382,-0.0050213046151823,0.2242876921246911,0.0582882798051267,0.2242371920486027,0.0582377797290383,matched,True,False,0.1415700316429138,0.2236856669187545
AOI-0035,2023-09-01,0.1552430642924125,s2,пастбища/зерновые,2023,9,False,3.0,4.0,2,1,0-7,0-7,0.4760301748064631,0.4243394482909918,0.0928736201457883,0.0067567567567567,0.8333333333333334,3.0,4.0,A,0,r0_f0,17,0.2252990446841294,0.0700559803917169,0.2178837765296118,0.0626407122371993,0.2215914106068706,0.0663483463144581,0.2221210726179075,0.066878008325495,0.160978107704382,0.0057350434119695,0.2215797065554747,0.0663366422630622,0.2220693211167027,0.0668262568242902,matched,True,False,0.1629823297262191,0.2197083979845047
AOI-0035,2023-09-11,0.22756052141527,s2,пастбища/зерновые,2023,9,False,6.0,1.0,1,0,0-7,0-7,0.3775708288145258,0.5386490815174249,0.0780982714862311,0.0056818181818181,0.9375,6.0,1.0,A,0,r0_f0,17,0.2178837765296118,-0.0096767448856582,0.2251468561566291,-0.0024136652586408,0.2215153163431204,-0.0060452050721495,0.2241092733527694,-0.0034512480625005,0.160978107704382,-0.066582413710888,0.2247445281306427,-0.0028159932846272,0.2267513361443511,-0.0008091852709188,matched,True,False,0.1717343926429748,0.2232161909341812
AOI-0035,2023-09-26,0.1631198605245102,landsat,пастбища/зерновые,2023,9,False,2.0,2.0,1,0,0-7,0-7,0.3611547058225898,0.5587078171036238,0.0747026944650906,0.0054347826086956,0.8823529411764706,2.0,2.0,A,0,r0_f0,17,0.159544421818961,-0.0035754387055491,0.1946576550058236,0.0315377944813134,0.1771010384123923,0.0139811778878821,0.1771010384123923,0.0139811778878821,0.1665004893868918,0.0033806288623816,0.1771010384123922,0.013981177887882,0.1767584455763512,0.013638585051841,matched,True,False,0.1235868632793426,0.1777932494878769
AOI-0035,2023-10-11,0.1596005078828043,s2,пастбища/зерновые,2023,10,False,2.0,3.0,1,0,0-7,0-7,0.3453552248595908,0.6019717566032685,0.0477710577528268,0.0049019607843137,0.8823529411764706,2.0,3.0,A,0,r0_f0,17,0.1652348695767945,0.0056343616939902,0.1460448016842907,-0.0135557061985135,0.1556398356305426,-0.0039606722522616,0.1575588424197929,-0.0020416654630113,0.179999635286523,0.0203991274037187,0.1532222920756493,-0.0063782158071549,0.1499694484830062,-0.009631059399798,matched,True,False,0.1464844793081283,0.1590781360864639
AOI-0035,2024-06-17,0.141882026443825,s2,пастбища/зерновые,2024,6,False,5.0,2.0,1,0,0-7,0-7,0.4136248103964252,0.5266791019281487,0.0541405321198704,0.0055555555555555,0.8823529411764706,5.0,2.0,A,0,r0_f0,17,0.1248952685446854,-0.0169867578991396,0.1762181124678374,0.0343360860240123,0.1505566905062614,0.0086746640624363,0.1615544427755082,0.0196724163316832,0.2458876798595599,0.1040056534157349,0.1660433212527518,0.0241612948089268,0.1638712976301833,0.0219892711863582,matched,True,False,0.1049519926309585,0.1619419753551483
AOI-0035,2024-06-20,0.1263412692272979,s2,пастбища/зерновые,2024,6,False,1.0,5.0,1,0,0-7,0-7,0.8428322652731731,0.100011906101419,0.0518366796892376,0.0053191489361702,0.9375,1.0,5.0,A,0,r0_f0,17,0.1762181124678374,0.0498768432405394,0.120067663026033,-0.0062736062012649,0.1481428877469351,0.0218016185196372,0.1668597042275366,0.0405184350002387,0.2458876798595599,0.1195464106322619,0.1720588199165926,0.0457175506892947,0.1728738249195098,0.0465325556922119,matched,True,False,0.1398953944444656,0.1690372079610824
AOI-0035,2024-07-04,0.3235375492516489,landsat,пастбища/зерновые,2024,7,False,2.0,1.0,1,0,0-7,0-7,0.578263572882931,0.3592799846950628,0.053197183162747,0.0092592592592592,0.9375,2.0,1.0,A,0,r0_f0,17,0.2363919409675232,-0.0871456082841257,0.3169932183000016,-0.0065443309516473,0.2766925796337623,-0.0468449696178865,0.2901261258558421,-0.0334114233958067,0.1834956285467454,-0.1400419207049035,0.2955622684289826,-0.0279752808226663,0.2908503422124567,-0.0326872070391921,matched,True,False,0.3032273650169372,0.2894745469093323
AOI-0035,2024-07-11,0.5078508474576271,modis,пастбища/зерновые,2024,7,False,4.0,1.0,1,0,0-7,0-7,0.2914581836463006,0.1526413962590648,0.5515144551823539,0.0043859649122807,0.9375,4.0,1.0,A,0,r0_f0,17,0.3361960263210653,-0.1716548211365617,0.4898854939948888,-0.0179653534627383,0.4130407601579771,-0.09481008729965,0.4591476004601241,-0.0487032469975029,0.1834956285467454,-0.3243552189108817,0.4760799083907667,-0.0317709390668604,0.4656649643341681,-0.042185883123459,matched,True,False,0.4804064035415649,0.4555800557136535
AOI-0035,2024-07-13,0.5270135992680773,landsat,пастбища/зерновые,2024,7,False,1.0,2.0,1,0,0-7,0-7,0.8040210654309271,0.1830294261654093,0.0082325272715881,0.0047169811320754,0.9375,1.0,2.0,A,0,r0_f0,17,0.4898854939948888,-0.0371281052731885,0.4438055987823787,-0.0832080004856986,0.4668455463886337,-0.0601680528794436,0.4745255289240521,-0.0524880703440251,0.1834956285467454,-0.3435179707213319,0.4779388544953491,-0.0490747447727282,0.4824372587536928,-0.0445763405143845,matched,True,False,0.4511896669864654,0.4733420014381408
AOI-0035,2024-08-01,0.4826287502817002,s2,пастбища/зерновые,2024,8,False,2.0,10.0,2,0,0-7,8-15,0.7537705489279711,0.2233519862255565,0.014544131513139,0.0083333333333333,0.8823529411764706,2.0,10.0,A,0,r0_f0,17,0.464526805261019,-0.0181019450206811,0.3817203975066608,-0.1009083527750394,0.4231236013838399,-0.0595051488978602,0.4507257373019593,-0.0319030129797408,0.1593012238361702,-0.32332752644553,0.4583929972792147,-0.0242357530024854,0.454265889426349,-0.0283628608553512,matched,True,False,0.426068902015686,0.4532919824123382
AOI-0035,2024-08-09,0.4496605427368075,s2,пастбища/зерновые,2024,8,False,10.0,2.0,2,1,8-15,0-7,0.8122623293567827,0.1740111917353339,0.0087264789078834,0.005,0.8823529411764706,10.0,2.0,A,0,r0_f0,17,0.464526805261019,0.0148662625242115,0.3817203975066608,-0.0679401452301466,0.4231236013838399,-0.0265369413529675,0.3955214654657205,-0.054139077271087,0.1593012238361702,-0.2903593189006372,0.3878542054884651,-0.0618063372483423,0.3936620478829893,-0.0559984948538181,matched,True,False,0.3934010565280914,0.3936984837055206
AOI-0035,2024-08-12,0.3048353466872111,modis,пастбища/зерновые,2024,8,False,1.0,1.0,1,0,0-7,0-7,0.6922716899657005,0.2015961839169316,0.1021638721491138,0.0039682539682539,0.9375,1.0,1.0,A,0,r0_f0,17,0.3817203975066608,0.0768850508194497,0.3964131758871394,0.0915778291999283,0.3890667866969001,0.084231440009689,0.3890667866969001,0.084231440009689,0.1593012238361702,-0.1455341228510408,0.3890667866969001,0.084231440009689,0.3918702015837695,0.0870348548965584,matched,True,False,0.3513458371162414,0.3899240493774414
AOI-0035,2024-08-28,0.2098143297380585,modis,пастбища/зерновые,2024,8,False,2.0,1.0,1,0,0-7,0-7,0.2137816350481209,0.486450162487571,0.2955309143287147,0.0042372881355932,0.9375,2.0,1.0,A,0,r0_f0,17,0.1982202706418268,-0.0115940590962317,0.1764917879384568,-0.0333225417996017,0.1873560292901417,-0.0224583004479167,0.1837346155062467,-0.0260797142318117,0.160978107704382,-0.0488362220336764,0.1800730336470275,-0.0297412960910309,0.181439928977382,-0.0283744007606764,matched,True,False,0.2653213143348694,0.1843838989734649
AOI-0035,2024-09-18,0.169299875801692,s2,пастбища/зерновые,2024,9,False,3.0,2.0,1,0,0-7,0-7,0.7584445690195147,0.2023385950410859,0.0334028824510272,0.005813953488372,0.8823529411764706,3.0,2.0,A,0,r0_f0,17,0.1431335731300357,-0.0261663026716563,0.1548663632472424,-0.0144335125544496,0.148999968188639,-0.0202999076130529,0.1501732472003597,-0.0191266286013322,0.1665004893868918,-0.0027993864148002,0.1476755084123797,-0.0216243673893123,0.1436072569395619,-0.02569261886213,matched,True,False,0.1451306492090225,0.153239294886589
AOI-0035,2024-09-25,0.1466195394917294,s2,пастбища/зерновые,2024,9,False,3.0,3.0,1,0,0-7,0-7,0.6389660179938128,0.296175368721796,0.0552432286690065,0.0096153846153846,0.8333333333333334,3.0,3.0,A,0,r0_f0,17,0.1765996222849611,0.0299800827932316,0.154336829227157,0.0077172897354275,0.165468225756059,0.0188486862643296,0.165468225756059,0.0188486862643296,0.1665004893868918,0.0198809498951623,0.1699868563446562,0.0233673168529268,0.1718460642738926,0.0252265247821631,matched,True,False,0.1485806256532669,0.1657540500164032
AOI-0035,2024-10-10,0.1413631303983492,s2,пастбища/зерновые,2024,10,False,1.0,5.0,2,0,0-7,0-7,0.6008197792399459,0.2937849741729185,0.0897702465871356,0.015625,0.9375,1.0,5.0,A,0,r0_f0,17,0.1778572485922625,0.0364941181939133,0.1897430508474576,0.0483799204491084,0.18380014971986,0.0424370193215108,0.179838215634795,0.0384750852364458,0.179999635286523,0.0386365048881738,0.1811481141651129,0.0397849837667637,0.1820892930731048,0.0407261626747556,matched,True,False,0.1279869228601455,0.18124720454216
AOI-0035,2024-10-13,0.136726265726188,s2,пастбища/зерновые,2024,10,False,4.0,2.0,2,1,0-7,0-7,0.7543506333784282,0.1807907533371806,0.0552432286690065,0.0096153846153846,0.8823529411764706,4.0,2.0,A,0,r0_f0,17,0.1778572485922625,0.0411309828660745,0.1897430508474576,0.0530167851212695,0.18380014971986,0.047073883993672,0.1857811167623926,0.0490548510362045,0.2013685017769151,0.0646422360507271,0.188204225455822,0.051477959729634,0.1914224283406647,0.0546961626144767,matched,True,False,0.0959338992834091,0.1856708228588104
AOI-0035,2024-10-23,0.1468991957780586,s2,пастбища/зерновые,2024,10,False,8.0,2.0,1,0,8-15,0-7,0.6353528899060493,0.2913286776855085,0.0624488671910508,0.0108695652173913,0.8823529411764706,8.0,2.0,A,0,r0_f0,17,0.1897430508474576,0.042843855069399,0.1482556055217753,0.0013564097437167,0.1689993281846164,0.0221001324065578,0.1565530945869117,0.0096538988088531,0.2013685017769151,0.0544693059988565,0.158729210715628,0.0118300149375694,0.1582660007623486,0.0113668049842899,matched,True,False,0.1014368087053299,0.1579390466213226
AOI-0037,2019-06-05,0.5184154352538318,landsat,зерновые,2019,6,True,1.0,4.0,1,0,0-7,0-7,0.7202384812334388,0.2309192652139399,0.0442967990071667,0.0045454545454545,0.9375,1.0,4.0,A,0,r0_f0,17,0.4740834220259078,-0.044332013227924,0.4271499736758677,-0.0912654615779641,0.4506166978508877,-0.067798737402944,0.4646967323558998,-0.053718702897932,0.4271600780596599,-0.0912553571941719,0.4620021613544706,-0.0564132738993611,0.4557283462028513,-0.0626870890509805,matched,False,False,0.5095533132553101,0.4654235243797302
AOI-0037,2019-06-21,0.3160206617493648,landsat,зерновые,2019,6,True,2.0,6.0,3,0,0-7,0-7,0.4879098896199729,0.4281424870864592,0.0761351232935678,0.0078125,0.8823529411764706,2.0,6.0,A,0,r0_f0,17,0.2933514910550378,-0.0226691706943269,0.2514090147769795,-0.0646116469723852,0.2723802529160086,-0.0436404088333561,0.2828658719855232,-0.0331547897638415,0.3451153283689646,0.0290946666195998,0.2781839765242553,-0.0378366852251094,0.2800757848297743,-0.0359448769195904,matched,False,False,0.2999637126922607,0.2826576828956604
AOI-0037,2019-06-22,0.2814348097666949,s2,зерновые,2019,6,True,3.0,5.0,3,1,0-7,0-7,0.7903279116959784,0.1425139896691674,0.0609080986348542,0.00625,0.8333333333333334,3.0,5.0,A,0,r0_f0,17,0.2933514910550378,0.0119166812883429,0.2514090147769795,-0.0300257949897153,0.2723802529160086,-0.0090545568506862,0.2776230624507659,-0.0038117473159289,0.3451153283689646,0.0636805186022697,0.2711077100323336,-0.0103270997343613,0.2736778741216314,-0.0077569356450634,matched,False,False,0.2849215567111969,0.2751110196113586
AOI-0037,2019-06-26,0.3078369838420108,modis,зерновые,2019,6,True,7.0,1.0,3,2,0-7,0-7,0.2435519411306522,0.2616759931127783,0.4906053990899028,0.0041666666666666,0.9375,7.0,1.0,A,0,r0_f0,17,0.2933514910550378,-0.0144854927869729,0.2514090147769795,-0.0564279690650312,0.2723802529160086,-0.0354567309260021,0.2566518243117368,-0.0511851595302739,0.3451153283689646,0.0372783445269537,0.252373758078353,-0.0554632257636578,0.253956588240504,-0.0538803956015067,matched,False,False,0.3328195512294769,0.2534042596817016
AOI-0037,2019-10-19,0.3648272219280274,landsat,зерновые,2019,10,True,2.0,1.0,1,0,0-7,0-7,0.485119864147659,0.4500215225679498,0.0552432286690065,0.0096153846153846,0.9375,2.0,1.0,A,0,r0_f0,17,0.3477561686043366,-0.0170710533236908,0.3806052676962343,0.0157780457682069,0.3641807181502854,-0.0006465037777419,0.369655567998935,0.0048283460709076,0.2585614930612934,-0.106265728866734,0.3711049929444421,0.0062777710164146,0.3718335236075618,0.0070063016795343,matched,False,False,0.3631010055541992,0.369655579328537
AOI-0037,2020-04-14,0.3593135097083149,s2,зерновые,2020,4,True,1.0,7.0,2,0,0-7,0-7,0.6788311507756145,0.2043721559463781,0.1059271280606161,0.0108695652173913,0.9375,1.0,7.0,A,0,r0_f0,17,0.3556762547461792,-0.0036372549621356,0.3363914190124328,-0.022922090695882,0.346033836879306,-0.0132796728290088,0.3532656502794609,-0.0060478594288539,0.3214263485852348,-0.0378871611230801,0.3548476094607448,-0.00446590024757,0.3660839491974929,0.0067704394891779,matched,False,False,0.3329407572746277,0.3468803465366363
AOI-0037,2020-04-17,0.3093964348191925,s2,зерновые,2020,4,True,4.0,4.0,2,1,0-7,0-7,0.6437634014747637,0.2978382518862325,0.052963564030308,0.0054347826086956,0.7894736842105263,4.0,4.0,A,0,r0_f0,17,0.3556762547461792,0.0462798199269867,0.3363914190124328,0.0269949841932403,0.346033836879306,0.0366374020601135,0.346033836879306,0.0366374020601135,0.4255410151100299,0.1161445802908374,0.346033836879306,0.0366374020601135,0.3419437412442391,0.0325473064250466,matched,False,False,0.2793340384960174,0.3345252573490143
AOI-0037,2022-06-05,0.5903192589653857,landsat,зерновые,2022,6,True,2.0,1.0,1,0,0-7,0-7,0.449003147779436,0.4243394482909918,0.1199006471728154,0.0067567567567567,0.9375,2.0,1.0,A,0,r0_f0,17,0.6013538050811008,0.011034546115715,0.6027463686864126,0.0124271097210268,0.6020500868837567,0.0117308279183709,0.6022821808179754,0.0119629218525896,0.4271600780596599,-0.1631591809057258,0.602385333677628,0.0120660747122423,0.6093311205835173,0.0190118616181316,matched,False,False,0.5973333120346069,0.6013421416282654
AOI-0037,2023-07-22,0.342900076408449,landsat,зерновые,2023,7,True,1.0,1.0,1,0,0-7,0-7,0.3955503920914079,0.5166799901611118,0.0818172367950993,0.0059523809523809,0.9375,1.0,1.0,A,0,r0_f0,17,0.343660821759433,0.000760745350984,0.1406103610806604,-0.2022897153277885,0.2421355914200467,-0.1007644849884022,0.2421355914200467,-0.1007644849884022,0.2489787567892391,-0.0939213196192099,0.2390719655455551,-0.1038281108628938,0.2360141937758963,-0.1068858826325526,matched,False,False,0.3456319272518158,0.2415844500064849
AOI-0037,2024-09-22,0.2248707304267456,landsat,зерновые,2024,9,True,2.0,3.0,2,0,0-7,0-7,0.3822156505405798,0.5060775632353544,0.1041310286483081,0.0075757575757575,0.8823529411764706,2.0,3.0,A,0,r0_f0,17,0.1908476014882399,-0.0340231289385057,0.1731985374398372,-0.0516721929869083,0.1820230694640385,-0.042847660962707,0.1837879758688788,-0.0410827545578667,0.2308148859772868,0.0059441555505412,0.1814716906827507,-0.0433990397439948,0.1818527681583451,-0.0430179622684004,matched,False,False,0.2290362417697906,0.1875848770141601
AOI-0037,2024-09-23,0.209895079633174,landsat,зерновые,2024,9,True,3.0,2.0,2,1,0-7,0-7,0.646089041938261,0.2485874167647627,0.0981806841541191,0.0071428571428571,0.8823529411764706,3.0,2.0,A,0,r0_f0,17,0.1908476014882399,-0.0190474781449341,0.1731985374398372,-0.0366965421933367,0.1820230694640385,-0.0278720101691354,0.1802581630591982,-0.0296369165739757,0.2308148859772868,0.0209198063441128,0.1773020478112406,-0.0325930318219333,0.1779157916464555,-0.0319792879867184,matched,False,False,0.2116511166095733,0.1773604303598404
AOI-0038,2017-04-04,0.2813676743106452,landsat,зерновые,2017,4,True,1.0,3.0,1,0,0-7,0-7,0.1375324456757439,0.7210820835140366,0.1282275760733774,0.0131578947368421,0.9375,1.0,3.0,A,0,r0_f0,17,0.3017025852769593,0.0203349109663141,0.4522056593253414,0.1708379850146962,0.3769541223011503,0.0955864479905051,0.3393283537890548,0.0579606794784096,0.3214263485852348,0.0400586742745895,0.3254267479330852,0.04405907362244,0.3240209639630213,0.0426532896523761,matched,False,False,0.3480092287063598,0.3350516557693481
AOI-0038,2017-09-17,0.3621182610551522,s2,зерновые,2017,9,True,2.0,2.0,1,0,0-7,0-7,0.3093890106327076,0.6295581724265158,0.0553709987589584,0.0056818181818181,0.8823529411764706,2.0,2.0,A,0,r0_f0,17,0.3327629989293577,-0.0293552621257945,0.4005265701014939,0.0384083090463416,0.3666447845154258,0.0045265234602736,0.3666447845154258,0.0045265234602736,0.2308148859772868,-0.1313033750778654,0.3666447845154257,0.0045265234602735,0.3714239338864336,0.0093056728312813,matched,False,False,0.3393898904323578,0.3647980093955993
AOI-0038,2019-06-09,0.2257137144922884,s2,зерновые,2019,6,True,4.0,1.0,1,0,0-7,0-7,0.6537705489279712,0.2566853195588898,0.0812107981798056,0.0083333333333333,0.9375,4.0,1.0,A,0,r0_f0,17,0.4594506579579503,0.2337369434656619,0.2394785614719821,0.0137648469796937,0.3494646097149662,0.1237508952226777,0.2834729807691757,0.0577592662768873,0.4271600780596599,0.2014463635673715,0.2814227107573421,0.0557089962650537,0.2755720763444946,0.0498583618522062,matched,False,False,0.2602448463439941,0.2837960422039032
AOI-0038,2019-07-02,0.1654900388011421,s2,зерновые,2019,7,True,2.0,2.0,1,0,0-7,0-7,0.7322623293567827,0.1740111917353339,0.0887264789078834,0.005,0.8823529411764706,2.0,2.0,A,0,r0_f0,17,0.2282816148106531,0.0627915760095109,0.1601398828738613,-0.0053501559272808,0.1942107488422572,0.028720710041115,0.1942107488422572,0.028720710041115,0.2630204565263085,0.0975304177251664,0.2016552034436253,0.0361651646424832,0.1955522683360656,0.0300622295349235,matched,False,False,0.1702631264925003,0.1919203698635101
AOI-0038,2020-07-16,0.1047961765037851,s2,зерновые,2020,7,True,3.0,2.0,1,0,0-7,0-7,0.795937314518242,0.1456643388427542,0.052963564030308,0.0054347826086956,0.8823529411764706,3.0,2.0,A,0,r0_f0,17,0.1059897523870272,0.001193575883242,0.1442076850632632,0.0394115085594781,0.1250987187251452,0.02030254222136,0.1289205119927688,0.0241243354889836,0.2489787567892391,0.144182580285454,0.1304299629354367,0.0256337864316516,0.1287639366821686,0.0239677601783835,matched,False,False,0.1373811364173889,0.1349906027317047
AOI-0038,2021-07-03,0.2007090486632438,s2,зерновые,2021,7,True,2.0,1.0,1,0,0-7,0-7,0.4598535418689177,0.5042672252503552,0.0305600839445568,0.0053191489361702,0.9375,2.0,1.0,A,0,r0_f0,17,0.2329695504621419,0.0322605017988981,0.2267515710505938,0.0260425223873499,0.2298605607563678,0.029151512093124,0.2288242308544431,0.0281151821911993,0.2630204565263085,0.0623114078630647,0.228698809007417,0.0279897603441732,0.2289634634140653,0.0282544147508215,matched,False,False,0.1997449100017547,0.228593111038208
AOI-0038,2021-07-18,0.2045685572939029,s2,зерновые,2021,7,True,2.0,2.0,1,0,0-7,0-7,0.454098393612291,0.5327030689762826,0.008390845103734,0.0048076923076923,0.8823529411764706,2.0,2.0,A,0,r0_f0,17,0.1936247795228905,-0.0109437777710123,0.2089981828581737,0.0044296255642708,0.2013114811905321,-0.0032570761033707,0.2013114811905321,-0.0032570761033707,0.2489787567892391,0.0444101994953362,0.2013114811905321,-0.0032570761033707,0.2032892760678903,-0.0012792812260125,matched,False,False,0.1642892211675644,0.1981343924999237
AOI-0038,2022-04-26,0.4336264745684784,landsat,зерновые,2022,4,True,3.0,1.0,1,0,0-7,0-7,0.3697352487630436,0.4884830610294883,0.1321663055920834,0.0096153846153846,0.9375,3.0,1.0,A,0,r0_f0,17,0.4220617786451073,-0.0115646959233711,0.4556830714883982,0.0220565969199197,0.4388724250667527,0.0052459504982743,0.4472777482775755,0.013651273709097,0.4255410151100299,-0.0080854594584485,0.4519567994406426,0.0183303248721641,0.4501447263328814,0.0165182517644029,matched,False,False,0.4548013508319855,0.4324699938297272
AOI-0038,2023-06-21,0.4017074900294346,s2,зерновые,2023,6,True,1.0,3.0,1,0,0-7,0-7,0.6656368551507525,0.2634722997455134,0.0660831527960417,0.0048076923076923,0.9375,1.0,3.0,A,0,r0_f0,17,0.4932961872857211,0.0915886972562864,0.3075532866325866,-0.094154203396848,0.4004247369591538,-0.0012827530702808,0.4468604621224374,0.0451529720930028,0.3451153283689646,-0.05659216166047,0.4555363905774185,0.0538289005479838,0.4553599480392482,0.0536524580098135,matched,False,False,0.4018767178058624,0.4430562257766723
