anon_polygon_id,start_date,end_date,observed_points,duration_days,min_z,interpretation,status
AOI-0042,2010-05-25,2010-06-21,6,27,-1.4243531812712653,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0042,2010-07-31,2010-08-08,3,8,-1.5625085365909435,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0042,2010-08-16,2010-08-24,3,8,-1.707809480132628,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0042,2017-05-22,2017-05-31,3,9,-1.4633244569290182,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0042,2019-05-20,2019-06-10,11,21,-1.7341288642257788,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0042,2019-06-13,2019-06-26,4,13,-1.561320867716735,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0042,2019-07-02,2019-07-17,8,15,-2.331810596573814,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0042,2020-09-24,2020-10-19,11,25,-2.112972484257901,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0042,2021-04-08,2021-04-29,4,21,-1.5298471594517018,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0042,2021-05-02,2021-05-22,5,20,-1.2306180729550569,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0042,2021-05-29,2021-06-08,3,10,-1.2554671847837298,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0042,2021-06-26,2021-07-04,5,8,-1.3712654010795557,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0042,2022-10-01,2022-10-17,4,16,-1.3973359494442303,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0042,2024-09-29,2024-10-25,4,26,-1.331976094772283,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0047,2010-04-07,2010-05-18,4,41,-1.1863371806044374,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0047,2011-09-02,2011-09-10,2,8,-1.3038037696092544,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0047,2013-05-09,2013-06-19,4,41,-1.77291102686513,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0047,2018-04-07,2018-04-28,5,21,-1.243737017548344,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0047,2018-05-01,2018-06-07,8,37,-1.4733744337736008,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0047,2020-05-02,2020-05-29,10,27,-1.294805901247222,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0047,2020-06-09,2020-07-27,20,48,-3.249768878245548,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0047,2022-05-25,2022-07-09,16,45,-1.6770302678797957,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0047,2024-05-09,2024-06-05,6,27,-1.2432085161455417,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2010-04-07,2010-04-15,2,8,-1.1928168583837584,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2010-04-30,2010-06-10,6,41,-1.9862434395961992,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2010-08-29,2010-09-14,3,16,-1.501688186299848,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2011-07-07,2011-07-15,3,8,-1.1927848264329481,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2011-08-16,2011-08-24,3,8,-1.2202970471813597,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2012-04-04,2012-04-22,3,18,-1.4750375829127307,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2013-04-07,2013-05-09,7,32,-1.5173382972722964,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2013-06-01,2013-06-10,2,9,-1.7941045487057443,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2014-06-10,2014-07-23,8,43,-2.539244435730215,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2014-08-13,2014-08-23,4,10,-1.4731523782496472,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2015-04-07,2015-05-23,6,46,-1.633824539744397,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2015-09-11,2015-09-27,5,16,-1.9211004416110196,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2015-10-06,2015-10-29,4,23,-1.26589480994857,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2016-07-04,2016-07-27,4,23,-1.3578286458311875,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2018-06-08,2018-09-20,24,104,-3.54407531140269,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2019-04-26,2019-05-06,2,10,-1.1045665390586432,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2020-06-24,2020-09-01,23,69,-1.6360707910370371,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2020-09-29,2020-10-17,5,18,-3.2174394164465108,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2021-04-07,2021-04-15,2,8,-1.529421271092174,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2021-05-14,2021-05-31,5,17,-1.4178498629736336,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2022-06-26,2022-08-14,20,49,-1.5320539392729868,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0049,2023-07-16,2023-07-24,3,8,-1.2980237617273538,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0054,2010-04-06,2010-04-30,5,24,-2.2156483445738453,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0054,2010-09-05,2010-09-14,2,9,-1.8734634664759495,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0054,2011-04-02,2011-04-26,4,24,-5.0588165774915685,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0054,2013-06-10,2013-06-18,2,8,-3.7054389228116364,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0054,2014-06-29,2014-07-12,2,13,-2.51923832171486,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0054,2014-10-16,2014-10-27,3,11,-2.335522151530683,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0054,2015-10-16,2015-10-30,3,14,-1.9757975097663159,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0054,2017-08-13,2017-09-08,7,26,-8.175237185606175,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0054,2018-06-23,2018-07-01,4,8,-8.971826841738933,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0054,2018-07-10,2018-07-26,4,16,-4.881160714935592,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0054,2019-04-01,2019-04-11,3,10,-2.19021427169056,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2010-04-06,2010-05-25,5,49,-2.2808291919418755,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2011-08-31,2011-09-08,3,8,-1.2244869232293938,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2012-04-04,2012-05-13,7,39,-2.194956215010632,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2013-06-09,2013-07-04,6,25,-2.293517766571994,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2013-08-13,2013-08-21,2,8,-1.2466972784772885,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2015-10-16,2015-10-29,2,13,-1.1083122461508312,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2017-04-16,2017-05-03,6,17,-1.3890281175650556,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2017-10-11,2017-10-19,3,8,-3.7132980904195274,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2018-06-10,2018-07-26,11,46,-1.962484597978253,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2018-08-18,2018-08-27,2,9,-1.4839461245305632,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2019-04-06,2019-04-23,4,17,-1.4067034734401676,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2019-05-09,2019-05-17,3,8,-1.56293598085711,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2020-04-02,2020-06-05,22,64,-3.218918533686576,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2020-08-24,2020-09-01,4,8,-1.5734823257932857,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2020-10-12,2020-10-27,5,15,-2.798971109988167,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0057,2022-05-30,2022-07-05,10,36,-4.4647943323389585,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0066,2010-04-07,2010-05-26,8,49,-3.0887514411538257,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0066,2011-09-18,2011-09-26,2,8,-1.4242133511925124,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0066,2012-06-09,2012-06-25,2,16,-1.7354915871484202,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0066,2012-08-03,2012-08-12,2,9,-1.3822337756500045,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0066,2013-04-16,2013-05-02,4,16,-1.839510333701895,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0066,2016-06-09,2016-06-25,2,16,-1.5950098699670134,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0066,2018-04-06,2018-05-16,9,40,-2.4171066306217233,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0066,2019-06-17,2019-06-28,5,11,-1.7735405253244794,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0066,2020-06-06,2020-06-16,3,10,-2.7090464254762274,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0066,2021-04-02,2021-05-20,16,48,-4.717211350634838,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0066,2021-05-27,2021-06-06,3,10,-4.87098718648486,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0066,2024-06-20,2024-07-11,5,21,-1.2535817655716193,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0072,2011-05-14,2011-05-25,2,11,-1.273843625128144,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0072,2012-06-25,2012-09-29,12,96,-1.8407526671324297,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0072,2015-06-02,2015-06-18,4,16,-1.306977644075809,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0072,2018-09-14,2018-10-07,3,23,-1.5910126882980267,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0072,2020-09-03,2020-10-12,11,39,-1.8931539766424763,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0072,2022-05-17,2022-05-25,2,8,-1.5082529984426134,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0072,2022-06-13,2022-06-26,4,13,-1.1907095671350927,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0078,2011-04-25,2011-05-04,4,9,-1.5427877973579265,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0078,2011-05-12,2011-06-05,7,24,-1.7963910169511297,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0078,2013-06-09,2013-07-03,5,24,-1.9425211371921896,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0078,2015-06-26,2015-07-25,6,29,-1.6498292774109418,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0078,2015-08-02,2015-08-29,7,27,-1.5381357737515045,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0078,2017-04-07,2017-04-23,2,16,-1.241825261935203,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0078,2017-05-25,2017-06-21,6,27,-3.2291721598312715,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0078,2018-06-23,2018-07-13,8,20,-1.7295242515131233,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0078,2019-04-19,2019-05-04,5,15,-1.3584246520898717,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0078,2020-06-25,2020-07-27,11,32,-2.0875412797763118,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0078,2020-09-17,2020-10-19,12,32,-1.7921822039270894,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0078,2021-04-13,2021-05-28,13,45,-2.0909725993833095,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0078,2024-06-15,2024-07-11,8,26,-2.442572271013694,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
